filename,label,location,text_description
296.jpg,Storm_Surge,Tuticorin Coast,"Dangerous storm surge observed at Tuticorin Coast, authorities alerted"
297.jpg,Tsunami,Kolkata Coast,Earthquake tremors followed by sea water rushing in at Kolkata Coast
298.jpg,High_Waves,Rameswaram Shore,Unusually strong currents observed at Rameswaram Shore
299.jpg,High_Waves,Chennai Marina,"Huge waves crashing near Chennai Marina, boats overturned"
300.jpg,Tsunami,Tuticorin Coast,Tsunami warning issued after unusual waves at Tuticorin Coast
301.jpg,Flood,Chennai Marina,Shops and houses submerged in water near Chennai Marina
302.jpg,Tsunami,Kolkata Coast,Tsunami warning issued after unusual waves at Kolkata Coast
303.jpg,Tsunami,Kanyakumari Beach,People evacuating Kanyakumari Beach due to tsunami threat
304.jpg,Storm_Surge,Tuticorin Coast,Waves reaching inland houses near Tuticorin Coast due to cyclone surge
305.jpg,no_hazard,Tuticorin Coast,"Tourists enjoying the beach at Tuticorin Coast, everything normal"
306.jpg,no_hazard,Visakhapatnam,"Fishing boats operating safely at Visakhapatnam, no hazard reported"
307.jpg,Storm_Surge,Lakshadweep Islands,"Cyclone impact causing storm surge at Lakshadweep Islands, water levels rising fast"
308.jpg,no_hazard,Mumbai Coast,"A calm evening at Mumbai Coast, no hazard observed"
309.jpg,High_Waves,Tuticorin Coast,High tides making fishing risky at Tuticorin Coast
310.jpg,no_hazard,Mangalore Coast,"A calm evening at Mangalore Coast, no hazard observed"
311.jpg,High_Waves,Goa Beach,"Huge waves crashing near Goa Beach, boats overturned"
312.jpg,Storm_Surge,Kolkata Coast,Waves reaching inland houses near Kolkata Coast due to cyclone surge
313.jpg,Tsunami,Mangalore Coast,People evacuating Mangalore Coast due to tsunami threat
314.jpg,Tsunami,Mangalore Coast,People evacuating Mangalore Coast due to tsunami threat
315.jpg,High_Waves,Tuticorin Coast,Unusually strong currents observed at Tuticorin Coast
316.jpg,Abnormal_Tide,Puri Beach,Sea level behaving abnormally at Puri Beach
317.jpg,Storm_Surge,Goa Beach,"Cyclone impact causing storm surge at Goa Beach, water levels rising fast"
318.jpg,no_hazard,Mangalore Coast,"Sunny weather at Mangalore Coast, peaceful situation"
319.jpg,Abnormal_Tide,Kochi Harbor,Sudden drop and rise in tides noticed at Kochi Harbor
320.jpg,Flood,Andaman Islands,Shops and houses submerged in water near Andaman Islands
321.jpg,High_Waves,Kolkata Coast,"Huge waves crashing near Kolkata Coast, boats overturned"
322.jpg,Abnormal_Tide,Visakhapatnam,Sea level behaving abnormally at Visakhapatnam
323.jpg,High_Waves,Tuticorin Coast,Unusually strong currents observed at Tuticorin Coast
324.jpg,High_Waves,Nagapattinam,Unusually strong currents observed at Nagapattinam
325.jpg,Abnormal_Tide,Chennai Marina,Fishermen report unusual tidal activity near Chennai Marina
326.jpg,High_Waves,Diu Beach,"Strong waves hitting the shore at Diu Beach, people moving inland"
327.jpg,no_hazard,Marina beach Chennai,"Tourists enjoying the beach at Marina beach Chennai, everything normal"
328.jpg,no_hazard,Pondicherry Beach,"Sunny weather at Pondicherry Beach, peaceful situation"
329.jpg,Flood,Lakshadweep Islands,Shops and houses submerged in water near Lakshadweep Islands
330.jpg,Flood,Visakhapatnam,Roads flooded around Visakhapatnam due to rising sea levels
331.jpg,Tsunami,Diu Beach,Tsunami warning issued after unusual waves at Diu Beach
332.jpg,Storm_Surge,Diu Beach,Strong winds pushing seawater inland near Diu Beach
333.jpg,Tsunami,Kochi Harbor,People evacuating Kochi Harbor due to tsunami threat
334.jpg,Storm_Surge,Andaman Islands,"Dangerous storm surge observed at Andaman Islands, authorities alerted"
335.jpg,Storm_Surge,Kolkata Coast,Waves reaching inland houses near Kolkata Coast due to cyclone surge
336.jpg,Storm_Surge,Pondicherry Beach,Strong winds pushing seawater inland near Pondicherry Beach
337.jpg,Flood,Pondicherry Beach,Roads flooded around Pondicherry Beach due to rising sea levels
338.jpg,Storm_Surge,Goa Beach,"Dangerous storm surge observed at Goa Beach, authorities alerted"
339.jpg,Storm_Surge,Diu Beach,Strong winds pushing seawater inland near Diu Beach
340.jpg,High_Waves,Odisha Coast,"Huge waves crashing near Odisha Coast, boats overturned"
341.jpg,Flood,Diu Beach,Shops and houses submerged in water near Diu Beach
342.jpg,High_Waves,Kovalam Beach Kerala,"Strong waves hitting the shore at Kovalam Beach Kerala, people moving inland"
343.jpg,Storm_Surge,Kolkata Coast,Strong winds pushing seawater inland near Kolkata Coast
344.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
345.jpg,Tsunami,Odisha Coast,"Sudden rise of sea water near Odisha Coast, tsunami suspected"
346.jpg,High_Waves,Mangalore Coast,Unusually strong currents observed at Mangalore Coast
347.jpg,Storm_Surge,Nicobar Islands,"Dangerous storm surge observed at Nicobar Islands, authorities alerted"
348.jpg,High_Waves,Puri Beach,High tides making fishing risky at Puri Beach
349.jpg,Abnormal_Tide,Tuticorin Coast,Unusual tide patterns observed at Tuticorin Coast
350.jpg,Tsunami,Goa Beach,"Sudden rise of sea water near Goa Beach, tsunami suspected"
351.jpg,no_hazard,Andaman Islands,"Tourists enjoying the beach at Andaman Islands, everything normal"
352.jpg,Storm_Surge,Pondicherry Beach,"Cyclone impact causing storm surge at Pondicherry Beach, water levels rising fast"
353.jpg,Flood,Puri Beach,Roads flooded around Puri Beach due to rising sea levels
354.jpg,Tsunami,Puri Beach,Earthquake tremors followed by sea water rushing in at Puri Beach
355.jpg,Storm_Surge,Diu Beach,"Dangerous storm surge observed at Diu Beach, authorities alerted"
356.jpg,Abnormal_Tide,Lakshadweep Islands,Unusual tide patterns observed at Lakshadweep Islands
357.jpg,Abnormal_Tide,Puri Beach,Fishermen report unusual tidal activity near Puri Beach
358.jpg,Tsunami,Nicobar Islands,Tsunami warning issued after unusual waves at Nicobar Islands
359.jpg,High_Waves,Kochi Harbor,High tides making fishing risky at Kochi Harbor
360.jpg,High_Waves,Nagapattinam,"Huge waves crashing near Nagapattinam, boats overturned"
361.jpg,no_hazard,Diu Beach,"A calm evening at Diu Beach, no hazard observed"
362.jpg,Flood,Puri Beach,Roads flooded around Puri Beach due to rising sea levels
363.jpg,Abnormal_Tide,Marina beach Chennai,Unusual tide patterns observed at Marina beach Chennai
364.jpg,Storm_Surge,Puri Beach,Strong winds pushing seawater inland near Puri Beach
365.jpg,Flood,Pondicherry Beach,Seawater entered houses near Pondicherry Beach after heavy rainfall
366.jpg,no_hazard,Chennai Marina,"Sunny weather at Chennai Marina, peaceful situation"
367.jpg,Tsunami,Pondicherry Beach,Tsunami warning issued after unusual waves at Pondicherry Beach
368.jpg,Storm_Surge,Pondicherry Beach,"Dangerous storm surge observed at Pondicherry Beach, authorities alerted"
369.jpg,High_Waves,Lakshadweep Islands,"Strong waves hitting the shore at Lakshadweep Islands, people moving inland"
370.jpg,Abnormal_Tide,Goa Beach,Sea level behaving abnormally at Goa Beach
371.jpg,Abnormal_Tide,Kolkata Coast,Sudden drop and rise in tides noticed at Kolkata Coast
372.jpg,no_hazard,Pondicherry Beach,"A calm evening at Pondicherry Beach, no hazard observed"
373.jpg,no_hazard,Mumbai Coast,"Tourists enjoying the beach at Mumbai Coast, everything normal"
374.jpg,Flood,Mumbai Coast,Seawater entered houses near Mumbai Coast after heavy rainfall
375.jpg,Tsunami,Marina beach Chennai,"Sudden rise of sea water near Marina beach Chennai, tsunami suspected"
376.jpg,Tsunami,Kovalam Beach Kerala,Earthquake tremors followed by sea water rushing in at Kovalam Beach Kerala
377.jpg,Flood,Kochi Harbor,Shops and houses submerged in water near Kochi Harbor
378.jpg,Abnormal_Tide,Odisha Coast,Sudden drop and rise in tides noticed at Odisha Coast
379.jpg,Tsunami,Mumbai Coast,"Sudden rise of sea water near Mumbai Coast, tsunami suspected"
380.jpg,Tsunami,Puri Beach,Earthquake tremors followed by sea water rushing in at Puri Beach
381.jpg,Tsunami,Mumbai Coast,Earthquake tremors followed by sea water rushing in at Mumbai Coast
382.jpg,Storm_Surge,Kovalam Beach Kerala,"Dangerous storm surge observed at Kovalam Beach Kerala, authorities alerted"
383.jpg,Storm_Surge,Kovalam Beach Kerala,Strong winds pushing seawater inland near Kovalam Beach Kerala
384.jpg,Flood,Rameswaram Shore,Seawater entered houses near Rameswaram Shore after heavy rainfall
385.jpg,no_hazard,Mumbai Coast,"Tourists enjoying the beach at Mumbai Coast, everything normal"
386.jpg,no_hazard,Kanyakumari Beach,"Tourists enjoying the beach at Kanyakumari Beach, everything normal"
387.jpg,Tsunami,Mumbai Coast,"Sudden rise of sea water near Mumbai Coast, tsunami suspected"
388.jpg,Storm_Surge,Marina beach Chennai,"Dangerous storm surge observed at Marina beach Chennai, authorities alerted"
389.jpg,Flood,Visakhapatnam,Seawater entered houses near Visakhapatnam after heavy rainfall
390.jpg,Abnormal_Tide,Odisha Coast,Sudden drop and rise in tides noticed at Odisha Coast
391.jpg,High_Waves,Pondicherry Beach,"Huge waves crashing near Pondicherry Beach, boats overturned"
392.jpg,Storm_Surge,Nagapattinam,Waves reaching inland houses near Nagapattinam due to cyclone surge
393.jpg,Flood,Rameswaram Shore,Seawater entered houses near Rameswaram Shore after heavy rainfall
394.jpg,Abnormal_Tide,Pondicherry Beach,Sudden drop and rise in tides noticed at Pondicherry Beach
395.jpg,Abnormal_Tide,Kochi Harbor,Fishermen report unusual tidal activity near Kochi Harbor
396.jpg,Flood,Tuticorin Coast,Seawater entered houses near Tuticorin Coast after heavy rainfall
397.jpg,Storm_Surge,Rameswaram Shore,Waves reaching inland houses near Rameswaram Shore due to cyclone surge
398.jpg,Tsunami,Kanyakumari Beach,People evacuating Kanyakumari Beach due to tsunami threat
399.jpg,Tsunami,Marina beach Chennai,Earthquake tremors followed by sea water rushing in at Marina beach Chennai
400.jpg,no_hazard,Mangalore Coast,"Tourists enjoying the beach at Mangalore Coast, everything normal"
401.jpg,Abnormal_Tide,Lakshadweep Islands,Unusual tide patterns observed at Lakshadweep Islands
402.jpg,no_hazard,Chennai Marina,"Tourists enjoying the beach at Chennai Marina, everything normal"
403.jpg,Abnormal_Tide,Mangalore Coast,Sea level behaving abnormally at Mangalore Coast
404.jpg,Abnormal_Tide,Goa Beach,Unusual tide patterns observed at Goa Beach
405.jpg,Storm_Surge,Chennai Marina,"Dangerous storm surge observed at Chennai Marina, authorities alerted"
406.jpg,no_hazard,Kolkata Coast,"Fishing boats operating safely at Kolkata Coast, no hazard reported"
407.jpg,High_Waves,Marina beach Chennai,High tides making fishing risky at Marina beach Chennai
408.jpg,Tsunami,Kochi Harbor,People evacuating Kochi Harbor due to tsunami threat
409.jpg,Abnormal_Tide,Pondicherry Beach,Sudden drop and rise in tides noticed at Pondicherry Beach
410.jpg,High_Waves,Nicobar Islands,Unusually strong currents observed at Nicobar Islands
411.jpg,Storm_Surge,Lakshadweep Islands,"Cyclone impact causing storm surge at Lakshadweep Islands, water levels rising fast"
412.jpg,High_Waves,Diu Beach,Unusually strong currents observed at Diu Beach
413.jpg,Flood,Rameswaram Shore,Seawater entered houses near Rameswaram Shore after heavy rainfall
414.jpg,Flood,Puri Beach,Shops and houses submerged in water near Puri Beach
415.jpg,Storm_Surge,Chennai Marina,"Dangerous storm surge observed at Chennai Marina, authorities alerted"
416.jpg,High_Waves,Goa Beach,Unusually strong currents observed at Goa Beach
417.jpg,no_hazard,Tuticorin Coast,"Tourists enjoying the beach at Tuticorin Coast, everything normal"
418.jpg,Tsunami,Mumbai Coast,Tsunami warning issued after unusual waves at Mumbai Coast
419.jpg,Storm_Surge,Odisha Coast,Waves reaching inland houses near Odisha Coast due to cyclone surge
420.jpg,Abnormal_Tide,Mangalore Coast,Sudden drop and rise in tides noticed at Mangalore Coast
421.jpg,Tsunami,Mumbai Coast,"Sudden rise of sea water near Mumbai Coast, tsunami suspected"
422.jpg,no_hazard,Mumbai Coast,"Sunny weather at Mumbai Coast, peaceful situation"
423.jpg,High_Waves,Nagapattinam,"Strong waves hitting the shore at Nagapattinam, people moving inland"
424.jpg,Tsunami,Marina beach Chennai,Earthquake tremors followed by sea water rushing in at Marina beach Chennai
425.jpg,no_hazard,Lakshadweep Islands,"Tourists enjoying the beach at Lakshadweep Islands, everything normal"
426.jpg,High_Waves,Visakhapatnam,High tides making fishing risky at Visakhapatnam
427.jpg,Storm_Surge,Puri Beach,"Cyclone impact causing storm surge at Puri Beach, water levels rising fast"
428.jpg,Storm_Surge,Tuticorin Coast,"Cyclone impact causing storm surge at Tuticorin Coast, water levels rising fast"
429.jpg,High_Waves,Tuticorin Coast,"Strong waves hitting the shore at Tuticorin Coast, people moving inland"
430.jpg,Flood,Goa Beach,Shops and houses submerged in water near Goa Beach
431.jpg,Tsunami,Diu Beach,"Sudden rise of sea water near Diu Beach, tsunami suspected"
432.jpg,Abnormal_Tide,Pondicherry Beach,Sea level behaving abnormally at Pondicherry Beach
433.jpg,no_hazard,Diu Beach,"A calm evening at Diu Beach, no hazard observed"
434.jpg,Abnormal_Tide,Pondicherry Beach,Fishermen report unusual tidal activity near Pondicherry Beach
435.jpg,Storm_Surge,Chennai Marina,"Cyclone impact causing storm surge at Chennai Marina, water levels rising fast"
436.jpg,Storm_Surge,Lakshadweep Islands,"Dangerous storm surge observed at Lakshadweep Islands, authorities alerted"
437.jpg,Flood,Lakshadweep Islands,Seawater entered houses near Lakshadweep Islands after heavy rainfall
438.jpg,Flood,Odisha Coast,Roads flooded around Odisha Coast due to rising sea levels
439.jpg,no_hazard,Puri Beach,"Fishing boats operating safely at Puri Beach, no hazard reported"
440.jpg,Flood,Pondicherry Beach,Seawater entered houses near Pondicherry Beach after heavy rainfall
441.jpg,Abnormal_Tide,Kovalam Beach Kerala,Sudden drop and rise in tides noticed at Kovalam Beach Kerala
442.jpg,Tsunami,Lakshadweep Islands,People evacuating Lakshadweep Islands due to tsunami threat
443.jpg,High_Waves,Kolkata Coast,High tides making fishing risky at Kolkata Coast
444.jpg,Tsunami,Kolkata Coast,"Sudden rise of sea water near Kolkata Coast, tsunami suspected"
445.jpg,no_hazard,Mumbai Coast,"A calm evening at Mumbai Coast, no hazard observed"
446.jpg,no_hazard,Kochi Harbor,"A calm evening at Kochi Harbor, no hazard observed"
447.jpg,Abnormal_Tide,Nicobar Islands,Sudden drop and rise in tides noticed at Nicobar Islands
448.jpg,Abnormal_Tide,Nagapattinam,Unusual tide patterns observed at Nagapattinam
449.jpg,no_hazard,Chennai Marina,"Tourists enjoying the beach at Chennai Marina, everything normal"
450.jpg,Flood,Kanyakumari Beach,Roads flooded around Kanyakumari Beach due to rising sea levels
451.jpg,Tsunami,Odisha Coast,Tsunami warning issued after unusual waves at Odisha Coast
452.jpg,Flood,Pondicherry Beach,Shops and houses submerged in water near Pondicherry Beach
453.jpg,Tsunami,Pondicherry Beach,Tsunami warning issued after unusual waves at Pondicherry Beach
454.jpg,no_hazard,Nicobar Islands,"A calm evening at Nicobar Islands, no hazard observed"
455.jpg,no_hazard,Mumbai Coast,"Fishing boats operating safely at Mumbai Coast, no hazard reported"
456.jpg,Storm_Surge,Andaman Islands,"Cyclone impact causing storm surge at Andaman Islands, water levels rising fast"
457.jpg,High_Waves,Kanyakumari Beach,High tides making fishing risky at Kanyakumari Beach
458.jpg,Storm_Surge,Rameswaram Shore,"Cyclone impact causing storm surge at Rameswaram Shore, water levels rising fast"
459.jpg,Tsunami,Diu Beach,People evacuating Diu Beach due to tsunami threat
460.jpg,High_Waves,Visakhapatnam,Unusually strong currents observed at Visakhapatnam
461.jpg,High_Waves,Puri Beach,High tides making fishing risky at Puri Beach
462.jpg,Tsunami,Nagapattinam,"Sudden rise of sea water near Nagapattinam, tsunami suspected"
463.jpg,Flood,Mangalore Coast,Roads flooded around Mangalore Coast due to rising sea levels
464.jpg,High_Waves,Visakhapatnam,"Strong waves hitting the shore at Visakhapatnam, people moving inland"
465.jpg,Flood,Kanyakumari Beach,Shops and houses submerged in water near Kanyakumari Beach
466.jpg,Tsunami,Visakhapatnam,Earthquake tremors followed by sea water rushing in at Visakhapatnam
467.jpg,no_hazard,Chennai Marina,"A calm evening at Chennai Marina, no hazard observed"
468.jpg,Flood,Nagapattinam,Flooding reported in low lying areas of Nagapattinam
469.jpg,no_hazard,Diu Beach,"Tourists enjoying the beach at Diu Beach, everything normal"
470.jpg,Flood,Kovalam Beach Kerala,Shops and houses submerged in water near Kovalam Beach Kerala
471.jpg,Tsunami,Odisha Coast,Tsunami warning issued after unusual waves at Odisha Coast
472.jpg,Tsunami,Kovalam Beach Kerala,Earthquake tremors followed by sea water rushing in at Kovalam Beach Kerala
473.jpg,Abnormal_Tide,Visakhapatnam,Sudden drop and rise in tides noticed at Visakhapatnam
474.jpg,Flood,Lakshadweep Islands,Seawater entered houses near Lakshadweep Islands after heavy rainfall
475.jpg,Flood,Kovalam Beach Kerala,Seawater entered houses near Kovalam Beach Kerala after heavy rainfall
476.jpg,Tsunami,Marina beach Chennai,Earthquake tremors followed by sea water rushing in at Marina beach Chennai
477.jpg,Storm_Surge,Rameswaram Shore,"Cyclone impact causing storm surge at Rameswaram Shore, water levels rising fast"
478.jpg,Tsunami,Nagapattinam,Tsunami warning issued after unusual waves at Nagapattinam
479.jpg,Abnormal_Tide,Puri Beach,Unusual tide patterns observed at Puri Beach
480.jpg,Abnormal_Tide,Kovalam Beach Kerala,Unusual tide patterns observed at Kovalam Beach Kerala
481.jpg,Tsunami,Visakhapatnam,People evacuating Visakhapatnam due to tsunami threat
482.jpg,no_hazard,Marina beach Chennai,"Fishing boats operating safely at Marina beach Chennai, no hazard reported"
483.jpg,no_hazard,Puri Beach,"Tourists enjoying the beach at Puri Beach, everything normal"
484.jpg,High_Waves,Rameswaram Shore,Unusually strong currents observed at Rameswaram Shore
485.jpg,Tsunami,Kanyakumari Beach,People evacuating Kanyakumari Beach due to tsunami threat
486.jpg,Abnormal_Tide,Tuticorin Coast,Sea level behaving abnormally at Tuticorin Coast
487.jpg,High_Waves,Kanyakumari Beach,High tides making fishing risky at Kanyakumari Beach
488.jpg,Storm_Surge,Diu Beach,"Cyclone impact causing storm surge at Diu Beach, water levels rising fast"
489.jpg,no_hazard,Kanyakumari Beach,"Tourists enjoying the beach at Kanyakumari Beach, everything normal"
490.jpg,Flood,Diu Beach,Seawater entered houses near Diu Beach after heavy rainfall
491.jpg,Storm_Surge,Mumbai Coast,Waves reaching inland houses near Mumbai Coast due to cyclone surge
492.jpg,Tsunami,Kanyakumari Beach,Tsunami warning issued after unusual waves at Kanyakumari Beach
493.jpg,Storm_Surge,Nagapattinam,"Cyclone impact causing storm surge at Nagapattinam, water levels rising fast"
494.jpg,Tsunami,Rameswaram Shore,"Sudden rise of sea water near Rameswaram Shore, tsunami suspected"
495.jpg,Flood,Diu Beach,Roads flooded around Diu Beach due to rising sea levels
496.jpg,Tsunami,Goa Beach,People evacuating Goa Beach due to tsunami threat
497.jpg,Flood,Rameswaram Shore,Shops and houses submerged in water near Rameswaram Shore
498.jpg,High_Waves,Mangalore Coast,Unusually strong currents observed at Mangalore Coast
499.jpg,no_hazard,Kovalam Beach Kerala,"A calm evening at Kovalam Beach Kerala, no hazard observed"
500.jpg,no_hazard,Kanyakumari Beach,"Tourists enjoying the beach at Kanyakumari Beach, everything normal"
501.jpg,Flood,Lakshadweep Islands,Shops and houses submerged in water near Lakshadweep Islands
502.jpg,Abnormal_Tide,Visakhapatnam,Fishermen report unusual tidal activity near Visakhapatnam
503.jpg,Storm_Surge,Kanyakumari Beach,Strong winds pushing seawater inland near Kanyakumari Beach
504.jpg,High_Waves,Diu Beach,"Huge waves crashing near Diu Beach, boats overturned"
505.jpg,High_Waves,Andaman Islands,"Strong waves hitting the shore at Andaman Islands, people moving inland"
506.jpg,Flood,Odisha Coast,Flooding reported in low lying areas of Odisha Coast
507.jpg,no_hazard,Tuticorin Coast,"A calm evening at Tuticorin Coast, no hazard observed"
508.jpg,Abnormal_Tide,Tuticorin Coast,Fishermen report unusual tidal activity near Tuticorin Coast
509.jpg,Storm_Surge,Pondicherry Beach,"Dangerous storm surge observed at Pondicherry Beach, authorities alerted"
510.jpg,Storm_Surge,Puri Beach,"Dangerous storm surge observed at Puri Beach, authorities alerted"
511.jpg,Tsunami,Nagapattinam,Tsunami warning issued after unusual waves at Nagapattinam
512.jpg,no_hazard,Kochi Harbor,"Tourists enjoying the beach at Kochi Harbor, everything normal"
513.jpg,Flood,Kolkata Coast,Roads flooded around Kolkata Coast due to rising sea levels
514.jpg,Tsunami,Visakhapatnam,Tsunami warning issued after unusual waves at Visakhapatnam
515.jpg,High_Waves,Visakhapatnam,Unusually strong currents observed at Visakhapatnam
516.jpg,High_Waves,Nicobar Islands,Unusually strong currents observed at Nicobar Islands
517.jpg,no_hazard,Nagapattinam,"A calm evening at Nagapattinam, no hazard observed"
518.jpg,Flood,Chennai Marina,Roads flooded around Chennai Marina due to rising sea levels
519.jpg,Storm_Surge,Nagapattinam,"Cyclone impact causing storm surge at Nagapattinam, water levels rising fast"
520.jpg,Storm_Surge,Lakshadweep Islands,Strong winds pushing seawater inland near Lakshadweep Islands
521.jpg,no_hazard,Nicobar Islands,"Tourists enjoying the beach at Nicobar Islands, everything normal"
522.jpg,Flood,Marina beach Chennai,Roads flooded around Marina beach Chennai due to rising sea levels
523.jpg,Abnormal_Tide,Odisha Coast,Unusual tide patterns observed at Odisha Coast
524.jpg,Abnormal_Tide,Rameswaram Shore,Unusual tide patterns observed at Rameswaram Shore
525.jpg,Tsunami,Pondicherry Beach,People evacuating Pondicherry Beach due to tsunami threat
526.jpg,Abnormal_Tide,Pondicherry Beach,Fishermen report unusual tidal activity near Pondicherry Beach
527.jpg,Abnormal_Tide,Kanyakumari Beach,Fishermen report unusual tidal activity near Kanyakumari Beach
528.jpg,Storm_Surge,Kanyakumari Beach,"Cyclone impact causing storm surge at Kanyakumari Beach, water levels rising fast"
529.jpg,High_Waves,Tuticorin Coast,Unusually strong currents observed at Tuticorin Coast
530.jpg,High_Waves,Lakshadweep Islands,"Huge waves crashing near Lakshadweep Islands, boats overturned"
531.jpg,no_hazard,Nicobar Islands,"Tourists enjoying the beach at Nicobar Islands, everything normal"
532.jpg,Storm_Surge,Chennai Marina,"Cyclone impact causing storm surge at Chennai Marina, water levels rising fast"
533.jpg,High_Waves,Tuticorin Coast,"Strong waves hitting the shore at Tuticorin Coast, people moving inland"
534.jpg,Flood,Kanyakumari Beach,Shops and houses submerged in water near Kanyakumari Beach
535.jpg,Flood,Odisha Coast,Shops and houses submerged in water near Odisha Coast
536.jpg,Storm_Surge,Kolkata Coast,"Dangerous storm surge observed at Kolkata Coast, authorities alerted"
537.jpg,Flood,Rameswaram Shore,Roads flooded around Rameswaram Shore due to rising sea levels
538.jpg,Tsunami,Lakshadweep Islands,Earthquake tremors followed by sea water rushing in at Lakshadweep Islands
539.jpg,Tsunami,Rameswaram Shore,Earthquake tremors followed by sea water rushing in at Rameswaram Shore
540.jpg,Flood,Marina beach Chennai,Roads flooded around Marina beach Chennai due to rising sea levels
541.jpg,High_Waves,Pondicherry Beach,High tides making fishing risky at Pondicherry Beach
542.jpg,Tsunami,Nagapattinam,"Sudden rise of sea water near Nagapattinam, tsunami suspected"
543.jpg,Flood,Rameswaram Shore,Roads flooded around Rameswaram Shore due to rising sea levels
544.jpg,Abnormal_Tide,Mangalore Coast,Fishermen report unusual tidal activity near Mangalore Coast
545.jpg,Abnormal_Tide,Andaman Islands,Sudden drop and rise in tides noticed at Andaman Islands
546.jpg,Tsunami,Kochi Harbor,"Sudden rise of sea water near Kochi Harbor, tsunami suspected"
547.jpg,no_hazard,Chennai Marina,"Sunny weather at Chennai Marina, peaceful situation"
548.jpg,Abnormal_Tide,Lakshadweep Islands,Sudden drop and rise in tides noticed at Lakshadweep Islands
549.jpg,Abnormal_Tide,Diu Beach,Sudden drop and rise in tides noticed at Diu Beach
550.jpg,no_hazard,Tuticorin Coast,"Tourists enjoying the beach at Tuticorin Coast, everything normal"
551.jpg,Tsunami,Puri Beach,Earthquake tremors followed by sea water rushing in at Puri Beach
552.jpg,no_hazard,Puri Beach,"Fishing boats operating safely at Puri Beach, no hazard reported"
553.jpg,Storm_Surge,Mumbai Coast,Waves reaching inland houses near Mumbai Coast due to cyclone surge
554.jpg,no_hazard,Kolkata Coast,"Fishing boats operating safely at Kolkata Coast, no hazard reported"
555.jpg,High_Waves,Kolkata Coast,"Strong waves hitting the shore at Kolkata Coast, people moving inland"
556.jpg,High_Waves,Visakhapatnam,"Strong waves hitting the shore at Visakhapatnam, people moving inland"
557.jpg,Abnormal_Tide,Marina beach Chennai,Sudden drop and rise in tides noticed at Marina beach Chennai
558.jpg,Storm_Surge,Marina beach Chennai,"Cyclone impact causing storm surge at Marina beach Chennai, water levels rising fast"
559.jpg,Storm_Surge,Puri Beach,"Cyclone impact causing storm surge at Puri Beach, water levels rising fast"
560.jpg,High_Waves,Lakshadweep Islands,"Strong waves hitting the shore at Lakshadweep Islands, people moving inland"
561.jpg,Tsunami,Kochi Harbor,Tsunami warning issued after unusual waves at Kochi Harbor
562.jpg,Storm_Surge,Odisha Coast,"Cyclone impact causing storm surge at Odisha Coast, water levels rising fast"
563.jpg,no_hazard,Nagapattinam,"Fishing boats operating safely at Nagapattinam, no hazard reported"
564.jpg,Storm_Surge,Kochi Harbor,Waves reaching inland houses near Kochi Harbor due to cyclone surge
565.jpg,Abnormal_Tide,Marina beach Chennai,Unusual tide patterns observed at Marina beach Chennai
566.jpg,Storm_Surge,Nagapattinam,Waves reaching inland houses near Nagapattinam due to cyclone surge
567.jpg,Tsunami,Andaman Islands,Earthquake tremors followed by sea water rushing in at Andaman Islands
568.jpg,High_Waves,Puri Beach,Unusually strong currents observed at Puri Beach
569.jpg,no_hazard,Nicobar Islands,"Sunny weather at Nicobar Islands, peaceful situation"
570.jpg,High_Waves,Kolkata Coast,High tides making fishing risky at Kolkata Coast
571.jpg,no_hazard,Pondicherry Beach,"A calm evening at Pondicherry Beach, no hazard observed"
572.jpg,Storm_Surge,Nicobar Islands,"Dangerous storm surge observed at Nicobar Islands, authorities alerted"
573.jpg,Flood,Nagapattinam,Shops and houses submerged in water near Nagapattinam
574.jpg,Abnormal_Tide,Kovalam Beach Kerala,Sea level behaving abnormally at Kovalam Beach Kerala
575.jpg,Abnormal_Tide,Kochi Harbor,Sea level behaving abnormally at Kochi Harbor
576.jpg,Flood,Puri Beach,Seawater entered houses near Puri Beach after heavy rainfall
577.jpg,Tsunami,Visakhapatnam,People evacuating Visakhapatnam due to tsunami threat
578.jpg,Tsunami,Tuticorin Coast,Tsunami warning issued after unusual waves at Tuticorin Coast
579.jpg,no_hazard,Kochi Harbor,"A calm evening at Kochi Harbor, no hazard observed"
580.jpg,Abnormal_Tide,Odisha Coast,Sea level behaving abnormally at Odisha Coast
581.jpg,High_Waves,Puri Beach,"Huge waves crashing near Puri Beach, boats overturned"
582.jpg,Abnormal_Tide,Rameswaram Shore,Unusual tide patterns observed at Rameswaram Shore
583.jpg,Tsunami,Mangalore Coast,Tsunami warning issued after unusual waves at Mangalore Coast
584.jpg,High_Waves,Kanyakumari Beach,"Huge waves crashing near Kanyakumari Beach, boats overturned"
585.jpg,Flood,Kolkata Coast,Seawater entered houses near Kolkata Coast after heavy rainfall
586.jpg,Abnormal_Tide,Nicobar Islands,Sudden drop and rise in tides noticed at Nicobar Islands
587.jpg,Abnormal_Tide,Nagapattinam,Sea level behaving abnormally at Nagapattinam
588.jpg,Abnormal_Tide,Puri Beach,Unusual tide patterns observed at Puri Beach
589.jpg,Abnormal_Tide,Odisha Coast,Fishermen report unusual tidal activity near Odisha Coast
590.jpg,no_hazard,Goa Beach,"Sunny weather at Goa Beach, peaceful situation"
